0.538	1.981	983.018
0.503	1.573	1772.909
0.608	1.482	1160.850
0.538	1.179	1524.726
0.541	1.780	1227.461
0.467	1.384	2092.178
0.496	1.520	2221.375
0.485	1.422	3080.548
0.538	1.569	1264.074
0.527	1.469	1317.348
0.398	1.161	2674.078
0.593	1.462	1160.957
0.484	1.359	1623.766
0.591	1.941	1480.797
0.541	1.558	1195.630
0.569	1.654	1363.079
0.532	1.562	1198.931
0.414	1.149	1961.191
0.465	1.674	2793.256
0.496	1.185	1625.247
0.480	1.286	1805.899
0.477	1.076	1812.579
0.519	1.200	1958.772
0.571	1.411	1392.215
0.578	1.185	2236.199
0.477	1.451	2056.087
0.508	1.279	1521.981
0.540	1.501	1224.934
0.528	1.262	1831.817
0.519	1.719	1806.315
0.494	1.217	1330.928
0.506	1.528	1765.969
0.512	1.474	2155.510
0.495	1.442	1542.896
0.558	1.387	1260.830
0.582	2.115	1105.588
0.587	1.627	1188.322
0.606	2.325	1322.478
0.550	1.488	1181.420
0.521	1.414	1304.487
0.644	2.319	873.933
